,IFC_SB_all,IFC_SB_2a,IFC_SB_2b,BIM2SIM_SB_2b,IDF_all,IDF_all_B,IDF_ADB,IDF_SFB,IDF_ODB,IDF_GDB,IDF_VTB,IDF_all_F,IDF_ODF,IDF_INF
0,81,81,0,7,102,69,7,36,19,7,8,33,27,6
